Time,Fc5,Fc3,Fc1,Fcz,Fc2,Fc4,Fc6,C5,C3,C1,Cz,C2,C4,C6,Cp5,Cp3,Cp1,Cpz,Cp2,Cp4,Cp6,Fp1,Fpz,Fp2,Af7,Af3,Afz,Af4,Af8,F7,F5,F3,F1,Fz,F2,F4,F6,F8,Ft7,Ft8,T7,T8,T9,T10,Tp7,Tp8,P7,P5,P3,P1,Pz,P2,P4,P6,P8,Po7,Po3,Poz,Po4,Po8,O1,Oz,O2,Iz,Target
66.2938,14,-6,-8,-3,2,2,-22,-13,-10,-14,1,9,-17,-13,-11,-14,-13,-8,-7,4,-15,6,1,-23,-15,-16,-3,-26,-25,-15,-4,-6,-6,-5,-3,-3,-11,-16,26,-30,-12,-31,-2,-5,-17,-32,-25,-24,-22,-22,-20,-10,-25,-25,-40,-30,-23,-14,-30,-51,-25,-29,-35,-26,REST
66.3,18,-13,-15,-15,-15,-14,-31,-24,-18,-24,-12,-7,-37,-45,-19,-24,-23,-23,-23,-13,-34,-13,-19,-41,-29,-30,-17,-61,-58,-24,-8,-11,-11,-9,-12,-13,-15,-39,8,-43,-22,-40,-6,-6,-17,-38,-21,-20,-19,-17,-17,-10,-24,-23,-35,-19,-14,-8,-24,-45,-14,-26,-31,-24,REST
66.3063,7,-9,-12,-10,-8,-7,-21,-17,-8,-11,0,3,-24,-18,-3,-7,-6,-8,-8,0,-17,-17,-15,-28,-1,-3,-1,-23,-19,-1,-4,-5,-5,-5,-4,-5,0,-17,39,-10,-16,-7,10,-7,2,-8,-1,-1,-5,-4,-8,-1,-13,-13,-10,0,2,0,-15,-37,0,-12,-19,-10,REST
66.3125,12,-7,-9,-8,-11,-9,-22,-8,-9,-12,-2,-1,-25,-10,-1,-12,-9,-11,-13,-4,-20,-34,-17,-31,-6,-6,-1,-17,-13,-2,-2,-4,-4,-3,-12,-11,-1,-20,46,-13,-5,-12,12,-23,14,-11,0,1,-8,-7,-13,-4,-13,-13,-14,3,3,4,-12,-33,2,-5,-9,-2,REST
66.3188,10,-6,-7,-6,-10,-8,-26,-10,-8,-8,1,5,-15,-6,4,-6,-4,-1,0,11,-6,-20,-6,-11,-16,-18,6,-4,-1,1,14,12,12,13,3,2,24,25,37,1,0,2,20,-9,16,3,7,8,8,8,8,21,10,10,2,13,16,23,10,-12,14,6,0,7,REST
66.325,18,9,7,11,12,12,-15,5,10,12,22,26,6,5,14,16,16,18,18,31,8,-11,4,-2,-15,-16,12,-3,0,-5,15,13,13,14,7,7,14,27,34,-3,-55,-3,32,-11,-13,-3,-2,-2,10,10,10,21,2,2,-10,2,7,16,-4,-27,4,-4,-13,-8,REST
66.3312,23,-1,-3,4,5,5,-23,6,5,3,13,15,-7,-14,2,8,10,6,2,14,-12,-24,-11,-24,-3,-4,1,-32,-30,-9,-3,-5,-5,-3,-3,-2,-11,-21,39,-23,-44,-22,1,-19,-15,-22,-13,-12,0,-1,-1,6,-14,-14,-25,-5,0,6,-17,-39,-2,-13,-22,-13,REST
66.3375,15,-3,-5,5,5,6,-20,3,4,2,12,12,-5,-20,5,10,12,7,5,14,-10,-20,-8,-20,-8,-10,8,-27,-25,1,13,12,12,12,7,7,-12,-23,36,-15,24,-13,-1,-7,20,-12,9,11,9,10,8,17,-1,0,-13,14,16,17,-1,-23,14,1,-12,-1,REST
66.3438,17,9,7,14,14,15,-11,11,12,13,21,23,6,-10,12,18,20,15,16,25,1,-27,-14,-26,-25,-26,9,-18,-17,-12,15,12,12,13,7,6,11,-7,33,-13,26,-13,4,-9,12,-12,9,11,5,6,5,17,6,6,-14,11,10,17,4,-17,7,9,2,2,REST
66.35,11,-1,-3,6,10,10,-5,2,-2,1,13,21,8,-7,-4,4,6,7,16,25,6,-43,-29,-44,-37,-36,-5,-45,-43,-35,-9,-12,-11,-10,4,4,26,-7,14,2,-2,5,-1,-3,-16,6,-6,-5,-1,-1,2,22,17,19,8,1,3,17,16,-5,2,11,8,1,REST
66.3563,11,-2,-5,2,11,12,-8,7,4,1,12,21,12,16,4,8,9,8,20,29,18,-37,-18,-30,-18,-18,-5,-40,-36,-13,-5,-7,-6,-7,-1,-2,9,23,2,14,6,15,-17,-2,-12,13,0,0,-2,-2,-4,16,13,14,7,1,2,11,7,-14,-1,3,-5,-8,REST
66.3625,-2,-16,-20,-13,-11,-10,-39,-2,-6,-15,-7,-3,-14,-1,-4,-5,-4,-11,-3,3,-8,-34,-29,-42,-29,-30,-24,-29,-23,-26,-23,-26,-26,-25,-27,-26,-39,17,-17,-12,-24,-11,-39,-20,-27,-11,-7,-6,-13,-12,-16,2,-4,-3,-14,1,-3,6,-6,-26,-4,2,-6,-2,REST
66.3688,-18,-32,-35,-20,-18,-16,-42,-13,-11,-17,-10,-5,-15,-10,-6,-1,1,-7,2,7,-5,-77,-52,-52,-44,-45,-25,-26,-22,-58,-24,-25,-24,-24,-17,-18,-39,-10,-4,-3,-17,0,-9,-11,-12,-1,15,15,10,11,10,27,15,16,0,28,23,28,15,-7,23,23,10,32,REST
66.375,3,-4,-4,4,7,10,-22,13,21,11,15,20,5,7,20,29,28,16,24,29,16,-61,-26,-29,-6,-5,1,-21,-18,-5,11,10,10,10,3,1,-2,-17,48,5,27,6,21,-7,13,3,21,21,10,11,8,25,11,11,-1,15,11,19,3,-18,6,11,-1,15,REST
66.3813,21,5,4,9,5,6,-38,10,16,3,10,13,-5,-7,8,14,16,0,7,15,1,-10,-7,-23,24,25,8,-22,-19,30,21,18,18,21,4,3,18,-8,49,-12,23,-11,17,-12,-5,-11,1,1,-5,-4,-4,15,2,3,-12,-8,-8,11,-2,-23,-9,3,-6,-7,REST
66.3875,42,16,14,18,15,15,-39,13,22,15,21,21,7,-6,14,24,26,11,22,26,11,-1,3,-12,30,29,23,-5,-1,24,36,34,34,36,22,20,24,2,50,-6,30,-5,27,-7,7,-6,24,25,21,22,22,37,20,21,-10,24,25,34,19,-4,25,30,11,20,REST
66.3937,46,27,25,26,25,25,-24,22,34,30,31,27,12,-14,31,38,39,22,29,31,13,-21,-10,-19,-23,-25,11,-36,-33,5,26,24,24,25,8,8,-29,-47,63,-23,43,-23,24,-21,17,-24,33,33,27,27,21,30,10,10,-28,30,30,32,8,-13,26,27,8,11,REST
66.4,37,17,16,12,3,4,-35,19,30,21,16,12,-9,-26,26,30,31,12,14,17,1,-28,-31,-27,-34,-33,2,-41,-38,22,18,16,17,17,-8,-8,-55,-51,72,-21,21,-19,36,-21,9,-18,27,27,23,23,13,23,5,5,-16,18,17,22,-1,-22,15,10,-7,-5,REST
66.4062,54,20,17,10,2,3,-33,29,36,22,14,11,-8,-5,29,31,31,13,14,17,6,6,5,-7,36,37,14,-22,-18,59,21,18,19,19,1,-1,-12,-24,68,-1,71,1,54,-16,38,-1,26,26,17,17,4,18,3,4,-3,8,5,13,-6,-26,3,1,-15,-8,REST
66.4125,55,18,16,9,1,1,-34,24,34,17,10,7,-16,-7,22,18,21,4,2,3,-6,23,16,-21,62,61,13,-40,-38,67,17,15,17,16,-1,-1,0,-34,63,-17,82,-16,44,-35,31,-17,8,10,-2,-2,-12,3,-10,-8,-20,-3,-9,-1,-19,-40,-11,-7,-20,-10,REST
66.4188,45,15,12,9,1,2,-27,14,27,14,8,10,-13,-16,12,13,16,3,3,6,-3,16,17,-24,53,53,25,-39,-37,85,36,35,36,35,13,12,1,-48,74,-13,54,-12,54,-25,13,-11,18,18,4,5,2,17,2,3,-14,11,4,7,-9,-30,3,-2,-17,-1,REST
66.425,44,26,24,21,15,15,-27,21,33,22,17,20,-4,-14,17,25,25,11,12,15,-1,-10,4,-15,20,19,27,-27,-25,57,31,29,29,29,5,5,-1,-63,42,-22,58,-22,42,-36,14,-22,16,16,0,1,-3,10,-4,-3,-27,7,0,-1,-15,-35,-3,-5,-21,-3,REST
66.4313,27,8,7,3,-8,-8,-51,6,15,5,-2,-1,-25,-28,11,12,13,-2,-1,1,-17,-20,-26,-26,4,4,4,-30,-27,37,15,12,13,14,-13,-12,-12,-51,29,-27,56,-25,40,-48,17,-24,22,22,5,6,3,16,3,5,-25,18,11,10,1,-20,10,10,-2,17,REST
66.4375,40,13,12,6,-8,-7,-39,19,29,14,6,5,-15,-17,29,25,25,14,14,13,-3,-35,-22,-21,7,7,13,-22,-18,41,32,31,31,31,1,1,-7,-28,53,-14,60,-12,44,-32,24,-12,39,39,19,19,16,31,17,18,-14,34,26,20,13,-8,23,18,6,24,REST
66.4438,53,22,20,14,3,4,-23,36,41,21,12,12,-10,-16,36,29,30,15,13,12,-3,-23,-8,-19,11,10,13,-33,-30,44,23,20,20,21,3,2,-29,-53,69,-25,69,-24,34,-41,39,-24,42,43,14,15,8,21,7,7,-29,37,25,18,6,-15,23,23,12,30,REST
66.45,55,18,17,14,5,6,-7,40,36,17,10,12,-12,-23,37,25,26,13,12,12,-6,8,7,-14,47,46,17,-25,-21,60,19,17,18,19,11,11,-39,-51,60,-14,97,-11,45,-33,56,-10,53,52,23,23,20,34,19,20,-7,47,35,30,19,-3,33,33,23,43,REST
66.4562,61,27,25,26,18,19,-3,45,43,25,24,25,3,-1,40,34,34,26,26,24,7,7,6,-5,61,61,27,2,5,74,30,27,29,28,12,12,-4,-13,43,-7,64,-7,55,-29,36,-9,31,31,13,13,13,24,7,8,-16,23,13,12,-2,-24,8,5,-6,14,REST
66.4625,37,12,8,10,1,1,-22,9,17,5,6,8,-16,-23,7,8,11,4,5,2,-16,-20,-25,-40,-5,-6,-5,-33,-31,20,9,6,6,7,-9,-8,-7,-36,7,-30,30,-29,12,-47,4,-29,3,3,-3,-3,-4,10,-7,-6,-30,4,-3,3,-14,-35,-4,-8,-15,-3,REST
66.4688,17,1,-2,0,-10,-9,-27,-4,11,3,2,6,-15,-21,10,12,13,8,11,9,-4,-24,-24,-45,-23,-23,-8,-53,-51,16,10,8,8,8,-3,-4,9,-51,22,-11,43,-8,24,-26,17,-7,28,27,24,25,19,36,23,24,-6,36,31,32,25,3,31,30,23,42,REST
66.475,19,3,2,4,-2,-2,-24,13,24,12,11,13,-5,1,35,29,29,21,22,22,15,-47,-25,-37,10,11,-2,-53,-51,21,6,2,2,3,-10,-10,11,-53,27,-2,21,-2,42,-25,14,-2,32,31,23,22,13,30,21,21,-8,33,27,26,20,-1,23,32,24,32,REST
66.4813,14,-14,-15,-11,-22,-22,-39,-1,5,-7,-10,-7,-24,-8,18,6,8,-1,0,3,1,-42,-27,-24,5,5,-11,-59,-53,7,-10,-12,-11,-10,-18,-18,-20,-52,48,-7,36,-5,21,-33,13,-4,17,18,10,10,5,23,12,14,-5,19,13,20,10,-11,10,19,8,4,REST
66.4875,26,-3,-5,3,-8,-6,-18,7,12,6,1,7,-4,4,20,11,12,10,16,21,15,-9,-10,-3,-3,-3,4,-20,-14,24,5,3,3,4,1,1,-27,-31,50,7,70,8,20,-10,20,8,21,20,16,17,20,39,25,27,5,25,18,29,21,0,16,23,12,12,REST
66.4938,12,1,-1,10,5,6,-4,11,17,13,10,17,8,3,18,14,15,16,27,31,22,-41,-29,-23,3,4,2,-23,-21,39,3,1,1,2,-1,-1,-11,-23,35,-5,36,-5,16,-15,4,-5,10,10,11,11,15,35,23,24,-9,16,11,24,18,-3,8,20,17,18,REST
66.5,6,-2,-3,7,-1,0,-8,8,18,12,8,14,2,-4,18,14,15,17,25,27,18,-39,-34,-38,-11,-11,-3,-30,-27,18,6,5,5,6,5,4,0,-12,51,1,23,4,12,-21,9,5,23,23,24,24,24,43,29,30,4,25,22,29,24,3,20,21,15,22,REST
66.5063,36,21,19,22,12,12,-2,33,42,31,23,23,10,10,37,31,31,29,32,30,22,-8,-8,-21,4,3,9,-8,-5,21,15,14,14,14,7,7,-10,-5,57,2,34,2,13,-17,10,1,23,23,22,22,20,32,17,17,-6,18,16,18,10,-11,13,9,-1,8,REST
66.5125,13,6,3,6,-6,-6,-20,6,19,9,2,1,-16,-18,8,2,4,2,4,1,-6,-20,-22,-29,-12,-14,-8,-37,-34,8,-8,-12,-12,-11,-18,-18,-36,-48,20,-31,27,-32,4,-34,-12,-32,-4,-4,-4,-3,-6,2,-11,-10,-35,-2,-4,-4,-16,-36,-5,-5,-14,-13,REST
66.5187,-18,-21,-24,-16,-28,-26,-33,-18,-5,-10,-14,-12,-28,-28,-10,-13,-10,-7,-1,-5,-11,-37,-36,-43,-22,-22,-11,-45,-42,-3,-14,-15,-15,-15,-15,-15,-39,-59,-2,-17,20,-14,23,-22,-11,-13,8,8,12,14,12,20,8,10,-12,18,16,16,7,-15,16,17,5,8,REST
66.525,7,-6,-7,0,-7,-6,-16,11,18,9,7,9,-7,-5,10,12,12,14,23,14,10,-36,-22,-45,-8,-7,-5,-42,-40,-6,-3,-5,-5,-5,-6,-6,-46,-56,6,-7,8,-5,10,-15,-10,-6,14,14,16,17,18,24,14,16,-11,21,20,23,11,-11,15,31,13,28,REST
66.5312,16,-9,-11,-6,-13,-13,-15,12,17,-1,-3,-1,-17,-13,2,2,3,-1,9,1,-1,-48,-30,-55,-15,-15,-20,-39,-35,-5,-11,-13,-13,-12,-15,-15,-51,-50,-3,-13,14,-11,0,-25,-2,-10,5,5,5,6,8,16,10,11,-10,7,6,14,5,-15,3,18,1,11,REST
66.5375,22,-3,-5,0,-8,-8,-1,16,21,6,3,7,-7,-2,7,8,9,5,17,13,8,-42,-20,-42,-5,-5,2,-8,-5,10,8,7,7,7,6,5,16,-2,17,3,32,4,35,-12,14,3,12,12,11,11,15,24,17,18,-1,8,6,12,8,-13,4,11,-3,-3,REST
66.5438,12,5,3,10,-3,-3,-11,16,18,7,5,7,-9,-6,3,5,6,4,13,8,1,-44,-29,-61,-1,-1,-1,-37,-35,-1,2,-1,-1,-1,-2,-3,-3,-17,30,-20,-1,-20,8,-13,-8,-21,-6,-5,-6,-6,-5,4,-7,-6,-26,-12,-13,-6,-15,-36,-16,-4,-11,-20,REST
66.55,1,-12,-14,-4,-25,-25,-43,1,-1,-12,-12,-12,-30,-25,-11,-11,-9,-11,-2,-6,-13,-44,-36,-50,-10,-9,-11,-46,-42,7,-8,-9,-8,-8,-7,-7,-27,-39,24,-16,-1,-12,0,-5,-9,-11,3,4,6,7,8,18,6,8,-8,8,6,14,5,-16,7,13,10,4,REST
66.5563,20,7,5,15,-3,-2,-6,25,21,12,14,15,1,4,22,17,17,16,26,26,16,-8,-5,-4,7,7,11,0,4,39,10,8,7,8,7,6,-3,-3,15,6,60,7,24,-3,36,7,35,35,26,26,27,33,22,23,2,38,30,28,19,-2,27,32,24,35,REST
66.5625,3,-2,-4,8,-9,-9,-6,11,10,1,6,5,-11,-5,14,6,7,4,11,11,-1,-12,-21,-31,-31,-32,-16,-33,-30,-2,-16,-21,-20,-19,-22,-21,-15,-19,-22,-18,48,-19,10,-29,20,-18,14,14,2,2,2,5,-2,-2,-25,10,4,3,-5,-25,-2,9,1,10,REST
66.5688,-17,-25,-27,-13,-31,-29,-30,-3,-2,-14,-11,-11,-29,-24,-1,-6,-4,-6,-3,-5,-11,-42,-35,-60,-49,-49,-24,-49,-45,-17,-15,-16,-15,-15,-15,-16,-11,-40,-16,-20,27,-17,17,-15,13,-16,20,20,11,13,10,18,11,13,-14,18,14,15,14,-8,14,17,13,13,REST
66.575,13,2,2,8,-5,-3,-6,29,28,13,12,14,-3,-4,26,22,22,21,20,19,14,-50,-34,-60,-22,-22,-5,-29,-24,-21,6,5,5,5,4,2,-3,-34,-6,-2,32,1,21,-8,20,-2,38,37,31,32,25,34,29,30,-3,41,33,32,30,7,31,37,35,34,REST
66.5812,17,12,11,15,-2,-2,-9,28,31,16,16,15,-2,-2,22,22,23,21,20,18,12,-51,-46,-58,-7,-8,-15,-39,-35,1,2,-1,-1,0,-10,-11,-35,-36,3,-4,27,-1,17,-16,8,-2,31,31,24,24,17,27,25,26,-3,34,24,25,22,1,21,31,30,29,REST
66.5875,25,10,8,13,-4,-3,-7,25,30,15,16,15,4,5,22,17,20,21,24,24,18,-16,-17,-34,16,16,-5,-21,-17,68,15,14,14,15,-1,-2,-39,-22,42,5,63,7,38,-5,32,6,34,35,23,24,22,34,32,34,3,29,21,29,30,9,19,30,32,30,REST
66.5938,42,16,14,15,0,0,-6,29,34,18,18,20,5,0,27,18,20,24,28,26,18,-17,-14,-23,11,11,3,-19,-16,51,13,11,11,11,-2,-1,-17,-22,34,-11,28,-11,27,-20,11,-12,29,31,22,23,23,34,26,27,-16,30,21,31,23,2,20,34,31,26,REST
66.6,40,17,16,15,-3,-2,-4,31,36,24,20,22,0,-12,27,23,25,27,26,24,16,-3,-20,-23,-3,-3,7,-33,-30,26,15,14,14,15,13,13,-6,-18,34,-5,52,-3,34,-20,25,-1,41,41,35,36,31,41,31,33,0,42,34,36,26,7,32,40,29,28,REST
66.6063,68,40,38,32,18,18,20,51,55,39,34,34,16,11,36,41,42,36,34,32,28,18,3,-21,-3,-3,13,-27,-23,43,31,30,29,30,22,21,-2,-8,37,12,91,14,51,-3,56,13,50,51,39,39,32,41,31,33,10,45,35,34,26,6,32,41,29,25,REST
66.6125,60,30,28,18,5,4,10,39,45,23,21,22,3,7,26,29,31,25,24,20,16,-11,-22,-37,-6,-6,-6,-33,-31,26,20,16,16,17,-7,-6,-36,-42,22,-4,63,-4,31,-14,43,-4,37,37,29,29,25,30,22,24,-9,34,26,26,21,0,24,40,31,25,REST
66.6188,38,14,11,2,-13,-11,0,18,30,11,12,13,-9,-11,14,20,22,20,21,17,10,-42,-44,-55,-12,-12,-16,-45,-42,17,16,14,14,14,-12,-12,-39,-80,17,-13,44,-12,21,-9,26,-11,30,30,30,31,30,36,30,31,-12,33,29,29,30,9,26,41,32,25,REST
66.625,10,15,13,5,-4,-2,3,8,26,15,21,21,-3,-6,13,24,25,26,29,24,12,-30,-42,-52,-3,-3,-16,-44,-41,33,3,0,0,0,-10,-11,-33,-64,9,-7,52,-6,24,-9,24,-7,23,24,21,21,21,26,21,21,-9,24,17,17,12,-8,14,25,17,1,REST
66.6313,-3,0,-3,-6,-15,-14,-14,-3,12,2,7,7,-16,-6,3,7,10,13,12,9,-4,-16,-46,-46,-11,-11,-24,-42,-39,23,-16,-17,-17,-16,-13,-14,-44,-31,-2,-3,40,0,14,-16,19,2,23,23,17,18,17,23,17,19,2,29,20,18,13,-8,18,29,19,14,REST
66.6375,6,11,8,8,-2,-1,5,10,24,15,18,21,1,14,15,21,21,27,26,24,14,-13,-23,-24,12,13,5,-20,-16,39,13,13,14,14,12,10,-7,-6,23,20,50,22,23,-2,32,22,36,36,34,34,35,40,33,34,17,40,32,31,26,5,29,40,27,28,REST
66.6437,21,24,22,20,11,10,18,20,30,20,25,27,8,11,15,22,22,25,24,17,6,-26,-24,-44,2,1,-2,-34,-31,21,8,4,5,6,-2,-2,-2,-52,14,-7,16,-7,4,-16,6,-7,9,9,12,11,12,15,5,5,-16,11,4,11,-3,-22,-1,16,7,-4,REST
66.65,23,7,5,0,-14,-13,-3,6,9,0,6,7,-12,-18,-4,1,3,8,6,3,-13,-40,-41,-60,-33,-32,-18,-71,-67,-5,-1,-2,-1,0,-3,-4,-11,-55,28,-13,5,-9,11,-8,2,-7,15,16,22,23,27,32,20,22,-4,26,22,32,22,1,23,34,28,22,REST
66.6562,59,39,37,30,18,19,31,46,41,35,40,41,23,11,36,37,37,42,42,42,22,-9,-3,-20,20,22,16,-31,-27,39,27,26,26,25,21,20,-1,-14,56,14,54,15,24,10,31,14,30,31,34,34,39,41,32,34,9,33,27,31,25,4,23,31,23,19,REST
66.6625,32,25,22,16,3,2,-5,23,21,14,20,19,-5,-2,16,8,11,12,13,13,-7,-36,-34,-49,6,5,-19,-33,-29,25,-11,-14,-14,-13,-26,-24,-36,-44,12,-17,14,-17,3,-20,3,-16,-3,-2,-10,-10,-8,-6,-6,-6,-22,1,-8,-9,-15,-34,-13,-1,-10,-7,REST
66.6688,-17,-20,-23,-25,-36,-34,-42,-15,-18,-21,-17,-15,-34,-20,-15,-27,-24,-21,-15,-13,-27,-55,-55,-65,-13,-15,-34,-30,-25,8,-29,-30,-30,-29,-29,-29,-26,-34,-10,-14,32,-11,10,-13,7,-10,-3,-2,-18,-17,-16,-12,-10,-8,-10,-3,-12,-14,-14,-34,-14,-3,-14,-6,REST
66.675,-15,-16,-17,-20,-20,-18,-17,-9,-13,-13,-9,-5,-19,-2,-10,-18,-17,-14,-7,-6,-17,-24,-36,-60,-22,-23,-21,-26,-24,5,-16,-17,-17,-17,-16,-16,-32,-40,-25,-3,52,-2,6,-12,15,-3,0,-1,-18,-18,-16,-13,-12,-11,-8,-6,-14,-14,-17,-38,-17,-1,-12,-6,REST
66.6813,-6,-13,-15,-21,-22,-21,-20,-14,-22,-19,-15,-12,-27,-12,-16,-24,-23,-26,-17,-18,-27,-52,-55,-77,-52,-52,-30,-67,-63,-11,-12,-14,-13,-14,-25,-24,-40,-53,-34,-15,34,-13,10,-17,8,-13,-11,-10,-19,-19,-17,-12,-12,-11,-14,-6,-12,-6,-12,-32,-14,10,-1,2,REST
66.6875,-2,-4,-6,-14,-17,-16,-21,-7,-14,-9,-4,-2,-17,-5,-2,-7,-7,-10,-2,-3,-13,-70,-48,-52,-22,-21,-10,-42,-38,15,5,3,4,3,-7,-8,-5,-15,7,1,7,2,21,-4,7,2,3,4,0,0,-2,7,4,5,0,9,3,7,2,-19,0,18,7,3,REST
66.6938,12,7,6,-2,-5,-4,-13,2,-1,1,8,8,-8,0,4,3,3,-2,2,2,-11,-46,-41,-46,2,2,-10,-43,-39,12,-10,-13,-13,-11,-8,-9,-18,-37,22,-7,-12,-7,-12,-23,-14,-7,-8,-6,-8,-8,-14,-5,-3,-3,-10,-3,-8,-3,-9,-29,-10,13,6,0,REST
66.7,-8,-4,-6,-5,-6,-6,-2,-7,-7,-3,4,4,-4,-8,1,-1,1,-5,-1,4,-10,-43,-38,-54,1,1,-16,-53,-50,9,-15,-16,-16,-15,1,-1,-21,-53,22,-3,14,-1,9,-15,3,1,11,12,6,7,-1,10,13,14,1,21,13,12,10,-12,13,30,18,18,REST
66.7062,13,18,16,16,16,16,23,20,16,20,24,24,20,6,29,22,21,15,22,26,15,-40,-21,-45,-15,-15,0,-39,-36,17,10,9,9,9,13,11,-2,-30,23,4,30,5,40,6,28,5,26,26,19,19,11,21,24,25,1,31,23,19,17,-4,20,35,20,21,REST
66.7125,27,22,18,16,10,10,0,22,17,16,20,20,7,-2,29,14,15,11,15,16,6,-29,-32,-56,-25,-25,-6,-37,-34,-1,7,5,6,6,-2,-2,-11,-14,13,-5,25,-4,21,-7,22,-3,11,11,10,10,1,14,16,17,-5,15,8,15,11,-8,5,30,18,11,REST
66.7188,24,15,11,10,1,3,-5,12,7,8,15,17,3,1,19,7,8,10,16,18,9,-18,-29,-48,-8,-6,-3,-18,-14,15,12,10,10,10,5,3,-14,-7,14,5,25,8,15,-2,22,8,14,14,14,15,10,24,27,29,7,23,14,23,25,5,12,36,23,23,REST
66.725,17,18,17,14,8,9,6,6,3,12,21,23,10,10,14,10,10,17,22,22,17,-46,-34,-41,-22,-22,-1,-23,-20,17,11,8,8,8,3,2,-23,-22,11,5,15,6,7,-8,11,5,2,3,8,7,5,16,17,18,1,10,3,15,11,-10,-1,22,10,4,REST
66.7313,-7,7,6,4,-2,-2,-4,-14,-9,3,11,12,-2,0,-1,-1,1,9,11,8,7,-50,-51,-47,-27,-26,-11,-26,-22,-3,-2,-4,-4,-3,-4,-4,-17,-7,13,3,-16,4,-1,-23,-7,6,2,2,8,9,6,15,16,18,5,14,6,18,11,-9,5,24,11,8,REST
66.7375,4,18,16,15,17,18,21,4,12,20,27,30,22,16,20,21,22,29,34,33,30,-24,-30,-41,10,12,12,-10,-6,12,16,14,15,15,27,25,-4,19,29,25,17,26,16,3,21,28,32,33,36,35,31,42,43,45,26,39,32,40,36,16,31,42,26,28,REST
66.7438,22,34,33,34,44,43,43,23,32,35,44,49,41,28,39,39,40,45,49,45,41,-42,-31,-39,8,8,16,-28,-25,21,15,13,13,14,27,26,-11,-1,24,17,29,18,21,4,36,18,37,38,40,39,30,39,38,39,12,42,35,39,29,10,33,42,28,26,REST
66.75,26,30,27,27,28,29,23,25,30,32,39,38,25,11,42,39,40,41,42,35,31,-61,-41,-44,-4,-5,11,-20,-17,9,16,16,16,17,15,15,7,-1,37,11,22,14,36,-1,42,15,52,52,57,58,45,51,46,48,15,63,58,56,43,23,56,59,45,47,REST
66.7563,57,49,46,40,34,35,23,53,50,51,55,51,35,23,61,56,57,59,59,52,42,-36,-22,-39,15,15,20,3,6,24,37,35,35,35,24,23,14,16,62,23,6,24,40,-1,39,24,55,55,61,60,50,55,48,49,18,61,54,55,39,18,51,52,35,30,REST
66.7625,41,41,37,36,34,33,26,39,32,36,46,44,29,10,37,38,40,43,45,37,25,-16,-19,-45,-5,-5,8,-21,-18,25,25,22,23,23,18,18,-16,-12,40,-5,9,-5,15,-8,30,-4,30,30,38,38,31,36,31,32,-10,33,31,37,23,3,29,35,26,10,REST
66.7687,32,35,32,34,33,34,31,32,22,32,45,45,30,-3,29,35,36,40,44,37,29,-18,-16,-33,-11,-10,15,-37,-34,15,27,26,26,26,34,33,11,-10,43,10,46,12,17,11,45,16,35,35,48,48,44,49,46,48,20,43,41,45,41,20,41,41,36,24,REST
66.775,30,50,48,50,52,52,37,36,32,45,61,61,50,34,37,46,46,49,55,49,52,-16,-5,-18,1,1,26,-2,3,11,29,27,27,27,34,34,15,21,43,38,30,38,12,12,36,37,27,26,41,42,37,39,37,39,32,37,33,36,27,6,30,32,25,19,REST
66.7812,11,33,31,34,34,33,7,14,15,26,41,40,30,25,17,26,27,27,30,26,33,-22,-22,-36,8,8,10,-5,-1,14,12,9,9,10,12,13,-14,13,33,14,-8,14,-8,-6,13,16,12,13,26,27,24,23,19,21,10,26,21,23,12,-7,20,25,13,14,REST
66.7875,4,25,23,27,24,24,3,13,14,24,37,36,29,13,22,30,31,32,36,30,37,-24,-17,-30,21,22,16,-1,4,36,21,20,19,20,18,18,7,16,40,13,10,15,8,3,27,16,30,30,42,42,41,42,39,42,14,40,37,39,36,15,35,40,33,30,REST
66.7938,18,40,37,40,35,35,11,26,30,35,48,48,35,13,35,41,41,43,48,41,44,-5,-5,-24,25,26,22,2,5,47,27,25,25,26,18,19,12,7,40,5,9,6,29,-15,26,7,31,30,40,39,35,35,32,34,2,34,32,36,25,4,30,33,30,18,REST
66.8,26,34,32,34,27,26,0,22,25,25,39,39,26,4,25,29,31,31,36,33,37,-12,-14,-25,12,11,20,-2,2,25,21,19,20,21,23,23,12,8,41,11,1,14,24,-6,15,16,20,20,31,31,23,27,30,31,16,25,25,26,22,3,23,26,24,13,REST
66.8063,39,40,37,37,35,36,24,23,24,23,38,40,36,23,23,25,25,27,34,34,48,3,22,12,34,34,39,34,39,32,32,30,30,31,40,39,38,41,53,16,18,17,11,14,20,16,11,12,16,15,7,11,17,18,10,16,11,6,7,-13,8,13,11,3,REST
66.8125,31,39,36,33,34,34,36,11,12,17,27,31,29,6,12,13,14,16,17,17,30,50,59,47,59,59,57,54,58,64,48,46,46,48,48,49,56,59,81,3,34,4,26,-2,36,5,20,21,20,21,11,14,13,15,3,21,15,16,8,-12,15,17,17,4,REST
66.8188,56,63,61,54,48,47,36,42,39,44,49,50,40,14,33,44,43,42,38,36,44,91,92,69,69,69,81,76,79,79,76,75,74,76,74,74,71,59,103,20,6,23,55,18,31,24,37,37,47,48,39,45,39,42,22,33,33,36,32,12,30,23,26,2,REST
66.825,98,90,89,73,67,66,45,69,64,62,63,63,50,24,39,56,56,50,44,45,51,74,99,80,42,42,89,73,77,37,72,70,69,70,77,78,78,50,63,15,-23,15,17,34,-1,15,10,10,23,23,13,18,18,20,8,3,2,2,3,-16,-3,-10,-2,-32,REST
